# url=https://m.place.naver.com/hospital/1071777550/review/visitor, place_name=서울바로본치과의원 성남
created,visited,visit_count,author_nickname,body,id,author_id,rating
25.11.28.금,25.11.27.목,1,연지꽃18,"최근 스켈링,잇몸치료,인레이,레진등  미루었던 치과 치료를 서울바로본치과에서 받았습니다.   우선 처음 방문했을 때부터  접수실  직원들이 정말 친절하게 맞아주시고  설명해주셔서 기분이  좋았습니다. 치료실도  깔끔하고  아늑한  분위기여서  편안하게 치료를 받을 수 있었습니다.  
의사선생님이 매우  친절하시고, 치료 과정에  대해 자세히 설명해 주셔서 긴장도  많이  풀리고 안심이 되었습니다.  치료는 꼼꼼하게 진행되었고 정성껏  해주시는게  느껴졌습니다,  치료중 의사 선생님이  직원들을  대할 때  존중하는  모습이 인상깊었어요.  만족스러운 치료였습니다. .    앞으로도 계속 이곳에서 치료를 받으려고 합니다. 추천합니다.",6929b24cb0da6a00a86acc82,yFaU,
25.11.24.월,25.11.24.월,1,정인서23,오랜만에 왔는데 꼼꼼하게 스케일링 진행해주시고 친절하게 안내해주셔서 편하게 받았습니다,692441b9554c135384ca5de5,39FKQ,
25.11.24.월,25.11.24.월,5,i 아이,"2년 다 되도록 방문하고 있는 곳이에요
항상 친절하시고 과잉진료 없는 한결함이 제일 좋아요
세심하게 살펴주시고 젊다고 막 대하지 않으시는 부분들에 마음 편하게 다니고 있어요 감사합니다~~",69243a777ad6b29384a0b799,56852,
25.11.24.월,25.11.24.월,1,뱁새79,"우선 간호사분들이 너무너무 상냥하셔서 완전 좋았어요!
그리구 마취가 너무 잘 돼서 매복 사랑니였는데도 하나도 안 아프게 뽑아주셨어요!",6923d7f37ad6b293843ffe62,4rN9Z,
25.11.21.금,25.11.21.금,1,awf****,"치과가 전반적으로 너무 깔끔하고 잔잔한 분위기여서 진료를 보는데 심리적인 안정감이 들었습니다 ^^ 또한 데스크 직원 분도 친절하시고 진료 봐주시는 원장과 치위생사 선생님께서도 너무 친절하셨습니다 ^^
특히 스케일링 해주신 박은지 선생님께서 너무 안아프고 깔끔하게 잘 해주셔서 너무 좋았습니다 ㅎㅎ 이제부터 진료는 여기서만 보겠습니다 ~~",69202e0993f622853b347cab,86iLX,
25.11.21.금,25.11.21.금,1,설송9,"오전 10시에 예약 후 스케일링 받고 왔어요.
항상 친절하시고 꼼꼼하게 진료해주셔서
아이들, 와이프까지 온가족이 치아 관리 받고
있습니다~",691fea1f536d29fbed9d7362,4zF5b,
25.11.20.목,25.11.20.목,2,교맘이,"간호사 선생님 엄청 친절해요
착하고 설명도 하나하나 다 해주세요!!",691ed90b80dd4c298007ed7a,3G4Hp,
25.11.20.목,25.11.20.목,1,suz****,친절해요,691ee30eee74faddf5f7aac5,15mIH,
25.11.20.목,25.11.20.목,1,바람860,친절하고 잘 진료해주세요,691edfc1b9bf19688ac5e636,2IpIG,
1.3.토,25.11.19.수,1,Market,머리만 살짝 나온 매복 사랑니였는데 한번에 빼주셨어요~ 절개 하고 시간도 오래 걸릴줄 알고 긴장하고 갔는데 금방 뽑아주셔서 넘 가뿐하고 감사했어요~임플란트로 하고 있는데 친절하게 잘해주셔요~!,69588fdecfc296ee3e65bf61,23mQa,
25.11.19.수,25.11.19.수,1,썰전16,고통없ㅇㅣ 치료중,691d72392213ed55be731f58,2Gcul,
25.11.18.화,25.11.18.화,3,ie****,"항상 친절해요 
좋아요",691bd48d7a55470c8e3db9b6,1Va3H,
25.11.18.화,25.11.18.화,1,nil****,"사랑니 쪽에 통증이 생겨서 리뷰를 보고 방문하게 되었습니다. 
스케링하고 사랑니 발치 했네요
박지은 치위생사님 ..스케링 꼼꼼하게 해주셔서
감사합니다. 
그리고 사랑니 발치전에 해당되는설명 자세히 해주시고 한호현 원장님 발치하시면서도 설명을 자세히 해주시네요..고생하셨습니다",691c062d595eb68d7e2c8994,3CrLh,
25.11.18.화,25.11.18.화,1,jun****,마취도 발치도 아픈 느낌 전혀 없이 편안하게 마지막 사랑니 뽑아냈습니다~~,691bcf2863ae8e9e4b4cee14,bIWUY,
25.11.17.월,25.11.17.월,1,정효순844,너무친절하고아프지도않게 치료잘해주시더라고요 감사합니다~,691afeb280f69379366e8bda,4tS8C,
25.11.17.월,25.11.17.월,1,똥은드러워,의사 선생님께서 친절하고 좋습니다. 안내도 친절하게 잘 해주세요~~,691ac054eb8a29f1651275c9,97VLn,
25.11.17.월,25.11.17.월,1,kelly0621,접수부터 데스크쌤이 친절하게 응대해주셨고 월욜이라 바쁜데 모든 선생님이 친절하고 과하지 않게 필요한 치료 권해주셨어요 과잉진료 없이 잘 봐주셔서 감사합니다,691ab1f90a24114d817a96bd,Ljg2,
25.11.15.토,25.11.15.토,4,이니7024,오늘은 인레이 하고 다음에 임플란트하기로 했어요~~,6917d271d4973444816243d7,1acgh,
25.11.15.토,25.11.15.토,2,경서 디앤씨,치과치료한지 몇달됬는데 이제야 리뷰남기네요~여기선생님들 너무친철하고 좋아요~강추드려요~치료도 너무잘해주시고 이를 앙무는습관이 있어서 턱보톡스 추천해서 맞았는데 너무 효과좋은것같아요~,691805487b5e7d9a3b20fbda,bL3ee,
25.11.14.금,25.11.14.금,1,luvkkk43,스케일링 받으러 왔는데 꼼꼼하게 잘 해주시고 친절히 응대해 주셔서 좋았습니당:).,6916871fed083fcd365d1030,AQdS,
25.11.14.금,25.11.14.금,1,만규링,"다들 너무 친절하시고 매장도 깔끔하고 좋아요!
설명도 잘해주세요!!!",6916c82d1b95c9a4450611de,4y2FW,
25.11.14.금,25.11.14.금,1,움28,,6916cdfabb3d5e9f688c66bd,2ZeJY,
25.11.13.목,25.11.13.목,2,율리아나6,"오늘  잇몸치료 하러 왔는데 대기시간 없이 꼼꼼하게 치료해주셨어요.
데스크에서도 치료내용 자세히 설명해주셔서 
너무 좋았어요. 감사합니다 ~",691583e4c1d4c22309ef343a,7xAYq,
25.11.13.목,25.11.13.목,1,rub****,10여년만에 충치치료를 위해 방문 했습니다. 가족분 추천으로 갔는데 병원도 깨끗하고 직원분들도 친절하시고 특히 의사 선생님이 설명도 잘해 주셔서 너무 만족합니다. 첫 치료 잘 마쳤는데 앞으로 남은 치료도 맘 편히 받을 수 있을꺼 같습니다.,6915aea20c25a286d6ab15b7,5FCXO,
25.11.13.목,25.11.13.목,2,ie****,선생님들이다 좋아요 ㅎㅎ,6915793d933bc9f492ce09cd,1Va3H,
25.11.11.화,25.11.11.화,1,모두의리뷰,"안내데스크 분 친절하게 알려주시고 , 스켈링 하시는 간호사 분도 꼼꼼하세요 잇몸이 파였는데 설명과 함께 이해가 잘 되었어요 레진치료 해야되는데 겁이 많아서 마음을 다잡고 갈 예정입니다 ㅜ ㅋ",6912a8258d4279d5284b3f04,4CgTZ,
25.11.10.월,25.11.10.월,1,쏭송90,예약하고 방문했는데 전부 다 친절하시고 상담도 잘 해주셨습니다.,6911c345b3f235c51127c92d,23PGf,
25.11.8.토,25.11.8.토,2,esd****,"크라운치료중 방문하여 의치관리를 잘못하여 다시 하면서 친절하고 세심하게
하시고 치실사용법등 자세히 알려주셔서 
매우만족합니다
주변에 많이 소개하고 싶네요",690ec7f95264528bdf28e826,2cj0DL,
25.11.8.토,25.11.7.금,1,보름둥이,"병원이 깨끗하고 깔끔하네요
모두 친절하시고 설명도 자세히 잘 해주셔서 좋았습니다.",690f3d705a93349d28aba793,2dssjw,
25.11.8.토,25.11.7.금,1,암냠냠쿨,"스케일링 받았는데 엄청 꼼꼼하게 해주셨어요!
받기 전에 사진, 엑스레이 찍어서 현재 치아 상태에 대해서 얘기해주시고 충치 예방법도 설명해주십니당ㅎ
다들 친절하시구 꼼꼼해서 추천해요💕",690f3d22e127e8f512e5fe77,2dskcz,
25.11.8.토,25.11.7.금,1,딸기따자,"설명을 친절하게 잘 해주시고 질문에도 잘 답변해주셔요
과잉진료도 없고, 전반적으로 편안한 마음으로 진료받고 왔어요
단골 치과로 등극!",690f3df260dd23f2206ab44c,2dsZX5,
25.11.8.토,25.11.7.금,1,vibo****,친절하시고 진료가 편안하고 꼼꼼해서 좋아요 😀,690f3e38fbdbf11256e408fe,2dACZg,
25.11.7.금,25.11.7.금,4,als****,마무리까지 잘 해주셨습니다. 감사합니다~,690d699226e975237a8d5c3d,7jQzg,
25.11.10.월,25.11.7.금,1,고가구21,"깔끔한 치료
만족합니다",691130384f6dd8466048facc,7KvxQ,
25.11.6.목,25.11.6.목,2,행복7064,기다리지않고  바로 해서좋고 긴장했는데 편안하게  안아프고  좋았어요,690c4f1e1683be5671127827,6g1tY,
25.11.6.목,25.11.6.목,1,이동용75,친절하고 아프지않게 진료 잘 받았네요!,690c3f1e2c00ec7152d3dbfb,Lcyq,
25.11.6.목,25.11.6.목,1,Doking,잘 진료받았습니다!,690bf7f6b44894ff3b500eea,1hdFD,
25.11.6.목,25.11.6.목,3,이니7024,오늘 순식간에 이빨 뽑았어요,690c6904b2cecfaa0d39724c,1acgh,
25.11.6.목,25.11.6.목,1,eun25,"친절하고 안 아프게 잘 치료했어영~~
마취도 안아파여~~",690c53d82c00ec7152e93b99,1CNGq,
25.11.7.금,25.11.5.수,1,4차원 소녀,"사실은 친구가 단대오거리에 잘생긴 의사선생님께서
진료도 잘해주시고 착하고 과잉진료 없다고 추천해줘서 병원 이름이 기억이 안나서 단대오거리 치과 검색했는데 잘생긴 의사스앵님들 사진 보고 여기구나✨ 하고 예약했어요 근데 알고보니 다른병원이더라구요🤣
그래도 데스크 선생님들 의사선생님 모두 친절하시고 과잉진료없이 아프지 않고 빠르게 치료 해주셔서 너무 만족합니다! 치과 무서워서해서 가면 손이 바달바달 떨리는데 진짜 마취주사마저 통증이 없는 병원은 처음이예요 세심한 배려 너뮤 감사합니다💛💙❤️🧡🩵🩷",690d4edfa9d9ea8d65d78d33,1iJsK,
25.11.5.수,25.11.5.수,1,또묨띵,ㅠㅠㅠㅠㅠㅠㅠㅠ 모두 친절하게 잘 해주셔서 잘 뽑았습니다ㅠㅠㅠㅠㅠ 😭😭😭😭😭,690affc6825c942aabb36b78,9L6er,
25.11.5.수,25.11.5.수,1,애들엄마13,"설명 꼼꼼히 잘 해주시고 친절하세요 
마취도 아프지않게 잘 해주세요 치료 잘 받았어요~",690aafe8019e3ccbd433c828,1MH0r,
25.11.5.수,25.11.5.수,1,jhn****,"서울바로본치과 최고!
두어달 전부터 치로중인데
원장님외 직원분들이
넘 너무 친철하구
치로할때마다
설명을 넘 너무 잘해주시네요~~

대 만족입니당!",690b02513b621d989e0585c7,2QZQL,
25.11.5.수,25.11.5.수,1,송민찬,"사진은 없지만 병원 시설 직원분들의 서비스 의사선생님의 친절함 모든 것을 통틀어 동네 병원 수준이 아닌 큰 병원에 온 것 같았어요
치아는 관리 및 치료가 굉장히 중요한데 믿고 맡길 수 있을 것 같아요
캐굳!",690af04553f32b29c7c9ecad,8vHCy,
25.11.5.수,25.11.5.수,1,율리아나6,"금광동에 치과가 많은데 리뷰 보고 내원했어요
입구에서 데스크쌤이 넘 친절히 반겨 주셨고 접수도 수월하게 했어요.
원장님께서 꼼꼼하게 하나하나 친절히 설명해주시고 과잉진료 없이 치료시작 했네요.
정말 믿음이 갑니다~
주변 지인들한테도 추천해드릴께요~♡♡",690afd7630cc370401a16f01,7xAYq,
25.10.31.금,25.10.31.금,1,메롱시티거주자,항상 친절하시고 빠른 진료를 받을 수 있어 좋아요^^,6904800f7177c7943fe5d8db,2dsuEU,
25.10.31.금,25.10.31.금,1,바나나펀치킥,충치 때문에 처음 방문했는데 설명을 자세하게 해주셔서 너무 좋았어요 다음 충치 치료도 여기서 할듯합니다,69047fa5eff016c6f65fab9a,2dsuAF,
25.10.31.금,25.10.31.금,1,초롱이포롱이,"과잉진료없이 꼼꼼하고 친절하게 봐주세요~ 
보험적용 여부도 데스크직원분께서 잘 설명해주셔서 좋았고 의사쌤도 치위생사쌤들도 너무 꼼꼼하고 친절하십니다~👍",69045b7088407cfa184651ed,2dssHl,
25.10.31.금,25.10.31.금,3,als****,항상 치료 잘 받고있습니다~,69042bb81ed44463b29c4412,7jQzg,
25.10.31.금,25.10.31.금,1,헥토파스칼펀치,"역에서 가깝고 대로변에 있어서 접근성이 좋아요
병원도 깔끔하고 다들 친절하시고 원장님이나 치위생사분들도 꼼꼼하게 잘해주셔서 좋았어요^^",69045b05600fc84e537149d7,2dssbV,
25.10.31.금,25.10.31.금,1,9구구9,2달전에 진료받고 양쪽 치아 시리던게 꽤 나아지고 검진차 재방문 했습니다~ 마침 돌같은걸 씹는 바람에 통증으로 겸사겸사 재방문 했는데 잘진료해주시고 친절히 해쥬셔서 좋았습니다~,6904573ba0e9e3557d7b4add,5V9rR,
25.10.30.목,25.10.30.목,1,EeeeeeeJiiiii,"저희 어머니도 다니고 계셔서
추천으로 오게 되었습니다
친절하시고 안 아프게 진료도 잘 봐주십니다!",69031fc5ac674f54901ae827,52T8Y,
25.10.29.수,25.10.29.수,1,cha****,"집 근처라서 들르게 되었는데, 생긴지 얼마 안 돼서인지 병원 내부가 매우 깔끔하고 직원분들이 모두 친절하셨어요 !! 덕분에 검진 잘 받았습니다 ~!!!",6901dde4e1b08e2668c06ea6,6l2Zd,
25.12.29.월,25.10.29.수,1,행복7064,친절하고  바로바로  진료받아좋아요,6951cdc4ccab30acd7e38b60,6g1tY,
25.10.29.수,25.10.29.수,1,루이븨통,"위생사분들 원장님 모두 친절하시고 검진하고 스케일링 받았는데 
빠르고 안 아프게 해주셔서 넘 만족합니다👍🏻",690195b5b2d4d1a8da077f8a,2dss72,
25.10.29.수,25.10.29.수,1,비밀인데욥,"병원이 깔끔하고 청결해서 좋아요 모든 직원들도 친절하고 자세히 안내해주셨어요~
친절한 치과 찾는 분들께 추천드립니다~",690196a955cc727b91790c13,2dss8J,
25.10.27.월,25.10.27.월,1,까치밥도둑,원장선생님도 직원분들도 하나하나 잘 설명해주시고 모두 친절 하셔서 무서운 치과 치료도 잘 마칠 수 있었어요!  다음에도 또 오겠습니다~,68fee7dbbf93c884c0f4e320,2dss5x,
25.10.25.토,25.10.25.토,1,남연미,온가족이 이용중인데 만족합니다~,68fc47e0be9560fd72033b6d,5nd3E,
25.10.25.토,25.10.25.토,1,tae****,설명도 자세히 설명해주셔서 이해도 잘됬어요 마취도 하나도 안아팠고 치료하고 통증도 없어지고 친절하게 대해주셔서 기분 좋았어요 원래 치과 무서워 했는데 서울바로본치과 덕분에 안무서워졌어요😻,68fc400cd77cd8ed86be530a,2bzba8,
25.10.25.토,25.10.25.토,2,cle****,"여기서 정기적으로 검진과 스케일링을 받고 있는데, 
스케일링 꼼꼼하게 해주셔서 넘 좋아요. 검진도 필요한 부분 체크해서 챙겨주셔서 좋습니다!",68fc530c9b64ec1702b30c76,U51c,
25.10.24.금,25.10.24.금,1,랄라슝,"친절하게 상담해주시고 빠른 치료 잘 받았습니다!
스케일링도 안아프게 잘 받았어요~ 감사합니다!",68fb472093eabe52d04075d9,2dsSBq,
25.10.23.목,25.10.23.목,2,als****,아주아주 친절합니다,68fa0bde3806a5e44f05d405,7jQzg,
25.10.23.목,25.10.23.목,7,사막여우0604,"정기검진차 내원하였고 스케일링 치료 하였습니다.
항상 친절하고 좋습니다.",68fa047eb33cdf264f75289c,1VqBK,
25.10.23.목,25.10.23.목,1,이름멀로함,원장님 너무 친절하셔요 > <,68f9c25ad5b9a81cb474b56b,9Z3Om,
25.11.1.토,25.10.22.수,1,ie****,친철한 간호사님들이 좋아요,69057853e305abbfabd385ae,1Va3H,
25.10.21.화,25.10.21.화,1,pey5007,"처음왓는데 모두 친절하시고 
비용도 다른데보다 저렴해요~!!!",68f731ea0cfb77dddcd0a704,1kkCa,
25.10.21.화,25.10.21.화,2,마디37,안아프게 친절하게 잘해주십니다!,68f738718b76b1834b87c5fc,3H0Eu,
25.11.3.월,25.10.20.월,1,lee****,원장선생님.모두직원들이 친절하시고 하나도  안아프치과요^^,690874655956dd6c1a187265,cTBjy,
25.10.18.토,25.10.18.토,3,tjrwls0901,스케일링도 너무 꼼꼼히해주시고 옆니 시린것도 미리 알고 떼워주셨어요 항상 친절하고 꼼꼼한 진료 감사합니다!,68f30f53283858dcbd5ac2d4,1soKo,
25.11.1.토,25.10.18.토,2,zx****,"오늘 하루도 친절함에 너무감사합니다 ~
원장님 께 늘감사드립니다 ~
모든분들께 감사합니다 ~",69057531d5010593bbad1a7f,3YQhc,
25.10.18.토,25.10.18.토,2,yyu****,치아와 잇몸 사이 때우는 걸 진행했는데 하루 안에 진료 해주셔서 좋았습니다!,68f2fbb7e59499a0de852651,4ogRa,
25.10.18.토,25.10.18.토,1,wjd****,다들 친절하시고 빠르게 진료 봐서 좋은 거 같습니다,68f2ff5266e6bffa8fb45711,7EJY9,
25.10.15.수,25.10.15.수,1,서236,치아 스케일링 받기 위해서 방문했습니다. 직원분들도 너무 친절하게 대해주셔서 너무 좋았고 스케일링도 깔끔하게 돼서 좋습니다.,68ef3c2f069efc5c42000413,6CAVS,
25.10.14.화,25.10.13.월,1,ans****,처음상담할때부터 너무 친절하게 응대해주셔서 걱정을덜었어요ㅎㅎ의사쌤도 친절하구 직원분들도 친절해서 겁도덜었어요ㅎㅎ,68ede2a3de05ecba74490a73,bFM1U,
